,Year,Length,Title,Genre,Actor,Actress,Director,Popularity,Awards,Image
1620,1990,90,Red Sonja,Action,"Schwarzenegger, Arnold","Nielsen, Brigitte","Seiter, William A.",40,No,"NicholasCage.png,,,"
1621,1989,74,B. A. D. Cats,Action,"Morrow, Vic","Pfeiffer, Michelle","Seiter, William A.",87,No,"MichellePfeiffer.png,,,"
1622,1990,98,Trapper County War,Action,"Hudson, Ernie","Russell, Betsy","Seiter, William A.",5,No,"NicholasCage.png,,,"
1623,1979,88,"Treasure Seekers, The",Action,"Whitman, Stuart","Sommer, Elke","Seiter, William A.",2,No,"NicholasCage.png,,"
1624,1990,110,Border Shootout,Action,"Ford, Glenn","Tilton, Charlene","Seiter, William A.",7,No,"glennFord.png,,,"
1625,1992,104,Pleasure Palace,Action,"Sharif, Omar","Principal, Victoria","Seiter, William A.",45,No,"NicholasCage.png,,,"
1626,1990,104,Hells Angels on Wheels,Action,"Nicholson, Jack","Scharf, Sabrina","Seiter, William A.",1,No,"NicholasCage.png,,,"
1627,1990,104,Live & Let Die,Action,"Moore, Roger","Seymour, Jane","Seiter, William A.",62,No,"NicholasCage.png,,,"
1628,1962,182,Mutiny on the Bounty,Action,"Brando, Marlon","Loren, Sophia","Seiter, William A.",35,No,"brando.png,,,,"
1629,1992,92,"Dead Pool, The",Action,"Eastwood, Clint","Loren, Sophia","Seiter, William A.",26,No,"clintEastwood.png,,,"
1630,1993,88,Great White Death,Action,"Ford, Glenn","Loren, Sophia","Seiter, William A.",26,No,"glennFord.png,,,,"
1631,1992,105,"Crimson Pirate, The",Action,"Lancaster, Burt","Loren, Sophia","Seiter, William A.",60,No,"burtLancaster.png,,,"
1632,1992,133,"Train, The",Action,"Lancaster, Burt","Loren, Sophia","Seiter, William A.",68,No,"burtLancaster.png,,,"
1633,1992,101,Romulus & the Sabines,Action,"Moore, Roger","Loren, Sophia","Seiter, William A.",76,No,"NicholasCage.png,,,,"
1634,1990,98,Another Forty-Eight Hours,Action,"Murphy, Eddie","Loren, Sophia","Seiter, William A.",54,No,"NicholasCage.png,,,,"
1635,1991,91,Out for Justice,Action,"Seagal, Steven","Loren, Sophia","Seiter, William A.",2,No,"NicholasCage.png,,,,"
